# EDUK2 solver execution report
# generated_at: 2026-08-24T13:32:24-03:00
instance	algorithm	status	runs	elapsed_seconds	profit	weight	optimal	verified	states_scanned	points_generated	bb_nodes	details
sc_a5n10000wmin110000-14-c7719869.ukp	ocaml_pyasukpt	ok	1	10,587796	7720219,000000		0,000000			29721,000000	10001,000000	Saw ukp      10000 false       5001      29721 false         7720219   10.57149 10001
sc_a5n10000wmin110000-15-c4453626.ukp	faithful	ok	1	2,310659	4453826,000000	4453626,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
sc_a5n10000wmin110000-15-c4453626.ukp	ocaml_pyasukpt	ok	1	30,565667	4453826,000000		0,000000			202599,000000	10001,000000	Saw ukp      10000 false       5001     202599 false         4453826   30.52780 10001
sc_a-5n10000wmin110000-15-c6113396.ukp	faithful	ok	1	0,008631	6113141,000000	6113396,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
sc_a-5n10000wmin110000-15-c6113396.ukp	ocaml_pyasukpt	ok	1	0,010650	6113141,000000		0,000000			1,000000	0,000000	Not a Saw ukp          0 false          1          1 false         6113141    0.00411 0
sc_a-5n10000wmin110000-16-c6388587.ukp	faithful	ok	1	8,391207	6388317,000000	6388587,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
sc_a-5n10000wmin110000-16-c6388587.ukp	ocaml_pyasukpt	ok	1	145,711674	6388317,000000		0,000000			646698,000000	10001,000000	Not a Saw ukp      10000 true          1     646698 false         6388317  145.62868 10001
sc_a5n10000wmin110000-16-c8464065.ukp	faithful	ok	1	7,725992	8464445,000000	8464065,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
sc_a5n10000wmin110000-16-c8464065.ukp	ocaml_pyasukpt	ok	1	86,109296	8464445,000000		0,000000			650751,000000	10001,000000	Saw ukp      10000 false       5001     650751 false         8464445   86.04274 10001
sc_a5n10000wmin110000-17-c9283705.ukp	faithful	ok	1	2,000390	9284125,000000	9283705,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
sc_a5n10000wmin110000-17-c9283705.ukp	ocaml_pyasukpt	ok	1	22,692019	9284125,000000		0,000000			142982,000000	10001,000000	Saw ukp      10000 false       5001     142982 false         9284125   22.66903 10001
sc_a-5n10000wmin110000-17-c9492344.ukp	faithful	ok	1	8,923921	9491944,000000	9492344,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
sc_a-5n10000wmin110000-17-c9492344.ukp	ocaml_pyasukpt	ok	1	175,893996	9491944,000000		0,000000			766087,000000	10001,000000	Not a Saw ukp      10000 true          1     766087 false         9491944  175.77867 10001
sc_a-5n10000wmin110000-18-c7410315.ukp	faithful	ok	1	0,522731	7410005,000000	7410315,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
sc_a-5n10000wmin110000-18-c7410315.ukp	ocaml_pyasukpt	ok	1	17,015120	7410005,000000		0,000000			89547,000000	10001,000000	Not a Saw ukp      10000 true          1      89547 false         7410005   16.99970 10001
sc_a5n10000wmin110000-18-c8666935.ukp	faithful	ok	1	4,691440	8667325,000000	8666935,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
sc_a5n10000wmin110000-18-c8666935.ukp	ocaml_pyasukpt	ok	1	59,682874	8667325,000000		0,000000			444674,000000	10001,000000	Saw ukp      10000 false       5001     444674 false         8667325   59.64343 10001
sc_a5n10000wmin110000-19-c3875453.ukp	faithful	ok	1	0,532256	3875628,000000	3875453,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
sc_a5n10000wmin110000-19-c3875453.ukp	ocaml_pyasukpt	ok	1	13,639119	3875628,000000		0,000000			55176,000000	10001,000000	Saw ukp      10000 false       5001      55176 false         3875628   13.62405 10001
sc_a-5n10000wmin110000-19-c4187759.ukp	faithful	ok	1	0,210406	4187584,000000	4187759,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
sc_a-5n10000wmin110000-19-c4187759.ukp	ocaml_pyasukpt	ok	1	4,934050	4187584,000000		0,000000			17705,000000	10001,000000	Not a Saw ukp      10000 false      10000      17705 false         4187584    4.92289 10001
sc_a-5n10000wmin110000-1-c4997908.ukp	faithful	ok	1	1,778336	4997698,000000	4997908,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
sc_a-5n10000wmin110000-1-c4997908.ukp	ocaml_pyasukpt	ok	1	41,354833	4997698,000000		0,000000			198988,000000	10001,000000	Not a Saw ukp      10000 true          1     198988 false         4997698   41.32836 10001
sc_a5n10000wmin110000-1-c9021988.ukp	faithful	ok	1	0,010344	9022398,000000	9021988,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
sc_a5n10000wmin110000-1-c9021988.ukp	ocaml_pyasukpt	ok	1	0,011510	9022398,000000		0,000000			1,000000	0,000000	Saw ukp          0 false          1          1 false         9022398    0.00318 0
sc_a-5n10000wmin110000-2-c6684804.ukp	faithful	ok	1	1,262057	6684524,000000	6684804,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
sc_a-5n10000wmin110000-2-c6684804.ukp	ocaml_pyasukpt	ok	1	25,661661	6684524,000000		0,000000			139293,000000	10001,000000	Not a Saw ukp      10000 true          1     139293 false         6684524   25.64794 10001
sc_a5n10000wmin110000-2-c9318995.ukp	faithful	ok	1	3,924229	9319415,000000	9318995,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
sc_a5n10000wmin110000-2-c9318995.ukp	ocaml_pyasukpt	ok	1	46,601988	9319415,000000		0,000000			357181,000000	10001,000000	Saw ukp      10000 false       5001     357181 false         9319415   46.55756 10001
sc_a-5n10000wmin110000-3-c6793685.ukp	faithful	ok	1	1,680260	6793400,000000	6793685,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
sc_a-5n10000wmin110000-3-c6793685.ukp	ocaml_pyasukpt	ok	1	39,334531	6793400,000000		0,000000			198988,000000	10001,000000	Not a Saw ukp      10000 true          1     198988 false         6793400   39.30494 10001
sc_a5n10000wmin110000-3-c7107047.ukp	faithful	ok	1	2,831563	7107367,000000	7107047,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
sc_a5n10000wmin110000-3-c7107047.ukp	ocaml_pyasukpt	ok	1	36,645825	7107367,000000		0,000000			275648,000000	10001,000000	Saw ukp      10000 false       5001     275648 false         7107367   36.61696 10001
sc_a-5n10000wmin110000-4-c2294764.ukp	faithful	ok	1	6,380553	2294664,000000	2294764,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
sc_a-5n10000wmin110000-4-c2294764.ukp	ocaml_pyasukpt	ok	1	155,110293	2294664,000000		0,000000			666597,000000	10001,000000	Not a Saw ukp      10000 true          1     666597 false         2294664  155.05906 10001
sc_a5n10000wmin110000-4-c3213842.ukp	faithful	ok	1	0,332276	3213987,000000	3213842,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
sc_a5n10000wmin110000-4-c3213842.ukp	ocaml_pyasukpt	ok	1	13,505866	3213987,000000		0,000000			53573,000000	10001,000000	Saw ukp      10000 false       5001      53573 false         3213987   13.48877 10001
sc_a-5n10000wmin110000-5-c3507099.ukp	faithful	ok	1	7,158001	3506949,000000	3507099,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
sc_a-5n10000wmin110000-5-c3507099.ukp	ocaml_pyasukpt	ok	1	145,191289	3506949,000000		0,000000			646698,000000	10001,000000	Not a Saw ukp      10000 true          1     646698 false         3506949  145.02565 10001
sc_a5n10000wmin110000-5-c7174337.ukp	faithful	ok	1	0,430899	7174662,000000	7174337,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
