# EDUK2 solver execution report
# generated_at: 2026-08-24T21:16:47-03:00
# primary_time: internal_seconds (average over successful runs)
instance	algorithm	status	runs	internal_seconds	profit	weight	optimal	verified	states_scanned	points_generated	bb_nodes	details
nsds2_n20000wmin20000-147-s617392218c1755406.ukp	faithful	ok	1	0.336064	2192123.000000	1755378.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.352520 last_stop_reason=
nsds2_n20000wmin20000-147-s617392218c1755406.ukp	ukp5	ok	1	1.016370	2192123.000000	1755378.000000	1					elapsed_seconds=1.063822
nsds2_n20000wmin20000-148-s115731280c1072056.ukp	faithful	ok	1	0.043615	1354134.000000	1072004.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.059521 last_stop_reason=
nsds2_n20000wmin20000-148-s115731280c1072056.ukp	ukp5	ok	1	0.462829	1354134.000000	1072004.000000	1					elapsed_seconds=0.501136
nsds2_n20000wmin20000-149-s399496341c1308616.ukp	faithful	ok	1	0.014306	1640224.000000	1308600.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.035630 last_stop_reason=
nsds2_n20000wmin20000-149-s399496341c1308616.ukp	ukp5	ok	1	0.746907	1640224.000000	1308600.000000	1					elapsed_seconds=0.786057
nsds2_n20000wmin20000-14-s577520629c1195421.ukp	faithful	ok	1	0.031380	1516112.000000	1195418.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.038714 last_stop_reason=
nsds2_n20000wmin20000-14-s577520629c1195421.ukp	ukp5	ok	1	0.661507	1516112.000000	1195418.000000	1					elapsed_seconds=0.696769
nsds2_n20000wmin20000-150-s810086031c1733083.ukp	faithful	ok	1	0.168904	2199889.000000	1733064.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.184754 last_stop_reason=
nsds2_n20000wmin20000-150-s810086031c1733083.ukp	ukp5	ok	1	0.650574	2199889.000000	1733064.000000	1					elapsed_seconds=0.690102
nsds2_n20000wmin20000-151-s219535324c1172487.ukp	faithful	ok	1	0.069425	1492501.000000	1172486.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.077795 last_stop_reason=
nsds2_n20000wmin20000-151-s219535324c1172487.ukp	ukp5	ok	1	0.516313	1492501.000000	1172486.000000	1					elapsed_seconds=0.552667
nsds2_n20000wmin20000-152-s366491978c1703062.ukp	faithful	ok	1	0.089997	2147718.000000	1703053.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.105908 last_stop_reason=
nsds2_n20000wmin20000-152-s366491978c1703062.ukp	ukp5	ok	1	0.452734	2147718.000000	1703053.000000	1					elapsed_seconds=0.489825
nsds2_n20000wmin20000-153-s362367963c1466051.ukp	faithful	ok	1	0.021387	1857882.000000	1466033.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.036114 last_stop_reason=
nsds2_n20000wmin20000-153-s362367963c1466051.ukp	ukp5	ok	1	0.289103	1857882.000000	1466033.000000	1					elapsed_seconds=0.327230
nsds2_n20000wmin20000-154-s685047257c1313197.ukp	faithful	ok	1	0.026458	1666345.000000	1313113.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.033795 last_stop_reason=
nsds2_n20000wmin20000-154-s685047257c1313197.ukp	ukp5	ok	1	0.477546	1666345.000000	1313113.000000	1					elapsed_seconds=0.513764
nsds2_n20000wmin20000-155-s995770624c1536499.ukp	faithful	ok	1	0.071062	1920169.000000	1536456.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.086562 last_stop_reason=
nsds2_n20000wmin20000-155-s995770624c1536499.ukp	ukp5	ok	1	0.664796	1920169.000000	1536456.000000	1					elapsed_seconds=0.701527
nsds2_n20000wmin20000-156-s180237460c1368978.ukp	faithful	ok	1	0.110699	1731680.000000	1368976.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.126397 last_stop_reason=
nsds2_n20000wmin20000-156-s180237460c1368978.ukp	ukp5	ok	1	0.686873	1731680.000000	1368976.000000	1					elapsed_seconds=0.722441
nsds2_n20000wmin20000-157-s852514704c1782122.ukp	faithful	ok	1	0.082976	2239337.000000	1782116.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.090570 last_stop_reason=
nsds2_n20000wmin20000-157-s852514704c1782122.ukp	ukp5	ok	1	0.731036	2239337.000000	1782116.000000	1					elapsed_seconds=0.769327
nsds2_n20000wmin20000-158-s752268543c1302331.ukp	faithful	ok	1	0.081285	1635228.000000	1302253.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.097450 last_stop_reason=
nsds2_n20000wmin20000-158-s752268543c1302331.ukp	ukp5	ok	1	0.895577	1635228.000000	1302253.000000	1					elapsed_seconds=0.931611
nsds2_n20000wmin20000-159-s543190476c1149473.ukp	faithful	ok	1	0.013120	1454808.000000	1149471.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.020439 last_stop_reason=
nsds2_n20000wmin20000-159-s543190476c1149473.ukp	ukp5	ok	1	0.214287	1454808.000000	1149471.000000	1					elapsed_seconds=0.246439
nsds2_n20000wmin20000-15-s161344243c1467078.ukp	faithful	ok	1	0.077656	1855298.000000	1467075.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.084918 last_stop_reason=
nsds2_n20000wmin20000-15-s161344243c1467078.ukp	ukp5	ok	1	0.579660	1855298.000000	1467075.000000	1					elapsed_seconds=0.616029
