# EDUK2 solver execution report
# generated_at: 2026-08-24T17:43:34-03:00
# primary_time: internal_seconds (average over successful runs)
instance	algorithm	status	runs	internal_seconds	profit	weight	optimal	verified	states_scanned	points_generated	bb_nodes	details
hi_n10000-150-s284805461c74513131.ukp	faithful	ok	1	0.128780	9673422484.000000	74513107.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.134153 last_stop_reason=
hi_n10000-150-s284805461c74513131.ukp	ukp5	ok	1	0.864458	9673422484.000000	74513107.000000	1					elapsed_seconds=1.353579
hi_n10000-151-s718716699c44163683.ukp	faithful	ok	1	0.181378	6806840882.000000	44163605.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.187633 last_stop_reason=
hi_n10000-151-s718716699c44163683.ukp	ukp5	ok	1	0.577599	6806840882.000000	44163605.000000	1					elapsed_seconds=0.855839
hi_n10000-152-s95933711c73949523.ukp	faithful	ok	1	0.410748	12529066529.000000	73949512.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.417221 last_stop_reason=
hi_n10000-152-s95933711c73949523.ukp	ukp5	ok	1	0.887710	12529066529.000000	73949512.000000	1					elapsed_seconds=1.277113
hi_n10000-153-s212229957c20180366.ukp	faithful	ok	1	0.060663	3399521850.000000	20180295.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.066339 last_stop_reason=
hi_n10000-153-s212229957c20180366.ukp	ukp5	ok	1	0.370264	3399521850.000000	20180295.000000	1					elapsed_seconds=0.506551
hi_n10000-154-s898053813c74781762.ukp	faithful	ok	1	0.339894	7968640685.000000	74781566.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.346613 last_stop_reason=
hi_n10000-154-s898053813c74781762.ukp	ukp5	ok	1	0.962209	7968640685.000000	74781566.000000	1					elapsed_seconds=1.800480
hi_n10000-155-s228047780c5590253.ukp	faithful	ok	1	0.157471	768819000.000000	5590152.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.164968 last_stop_reason=
hi_n10000-155-s228047780c5590253.ukp	ukp5	ok	1	0.460089	768819000.000000	5590152.000000	1					elapsed_seconds=0.541516
hi_n10000-156-s338119343c32032990.ukp	faithful	ok	1	0.232257	3622280589.000000	32032981.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.239682 last_stop_reason=
hi_n10000-156-s338119343c32032990.ukp	ukp5	ok	1	0.916841	3622280589.000000	32032981.000000	1					elapsed_seconds=1.162725
hi_n10000-157-s491707671c69314154.ukp	faithful	ok	1	0.181500	8151060596.000000	69314144.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.188125 last_stop_reason=
hi_n10000-157-s491707671c69314154.ukp	ukp5	ok	1	1.095870	8151060596.000000	69314144.000000	1					elapsed_seconds=1.629296
hi_n10000-158-s394447196c8367345.ukp	faithful	ok	1	0.150878	1349863683.000000	8367140.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.158226 last_stop_reason=
hi_n10000-158-s394447196c8367345.ukp	ukp5	ok	1	0.436698	1349863683.000000	8367140.000000	1					elapsed_seconds=0.523210
hi_n10000-159-s889351749c96021846.ukp	faithful	ok	1	0.572612	9927166269.000000	96021804.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.580470 last_stop_reason=
hi_n10000-159-s889351749c96021846.ukp	ukp5	ok	1	1.148980	9927166269.000000	96021804.000000	1					elapsed_seconds=1.668418
hi_n10000-15-s750851024c76269221.ukp	faithful	ok	1	0.274268	10178556021.000000	76269182.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.279804 last_stop_reason=
hi_n10000-15-s750851024c76269221.ukp	ukp5	ok	1	0.782313	10178556021.000000	76269182.000000	1					elapsed_seconds=1.261760
hi_n10000-160-s795342803c95575771.ukp	faithful	ok	1	0.265617	14581368895.000000	95575747.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.272212 last_stop_reason=
hi_n10000-160-s795342803c95575771.ukp	ukp5	ok	1	1.415610	14581368895.000000	95575747.000000	1					elapsed_seconds=2.208416
hi_n10000-161-s357785697c39179680.ukp	faithful	ok	1	0.148791	6317238684.000000	39179562.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.156407 last_stop_reason=
hi_n10000-161-s357785697c39179680.ukp	ukp5	ok	1	0.849178	6317238684.000000	39179562.000000	1					elapsed_seconds=1.137600
hi_n10000-162-s993255606c71822450.ukp	faithful	ok	1	0.389208	9440194368.000000	71822412.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.395676 last_stop_reason=
hi_n10000-162-s993255606c71822450.ukp	ukp5	ok	1	1.016550	9440194368.000000	71822412.000000	1					elapsed_seconds=1.631644
hi_n10000-163-s498052849c49571060.ukp	faithful	ok	1	0.369404	9581158181.000000	49570989.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.376890 last_stop_reason=
hi_n10000-163-s498052849c49571060.ukp	ukp5	ok	1	0.811310	9581158181.000000	49570989.000000	1					elapsed_seconds=1.117407
hi_n10000-164-s976819494c75412060.ukp	faithful	ok	1	0.274908	14571053646.000000	75411832.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.281239 last_stop_reason=
hi_n10000-164-s976819494c75412060.ukp	ukp5	ok	1	0.941905	14571053646.000000	75411832.000000	1					elapsed_seconds=1.406815
