# EDUK2 solver execution report
# generated_at: 2026-08-24T18:59:49-03:00
# primary_time: internal_seconds (average over successful runs)
instance	algorithm	status	runs	internal_seconds	profit	weight	optimal	verified	states_scanned	points_generated	bb_nodes	details
sc_a-5n10000wmin110000-16-c6388587.ukp	faithful	ok	1	8.510342	6388317.000000	6388587.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=8.525360 last_stop_reason=
sc_a-5n10000wmin110000-16-c6388587.ukp	ukp5	ok	1	0.514957	6388317.000000	6388587.000000	1					elapsed_seconds=0.553254
sc_a5n10000wmin110000-16-c8464065.ukp	faithful	ok	1	9.411096	8464445.000000	8464065.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=9.418129 last_stop_reason=
sc_a5n10000wmin110000-16-c8464065.ukp	ukp5	ok	1	0.686242	8464445.000000	8464065.000000	1					elapsed_seconds=0.739227
sc_a5n10000wmin110000-17-c9283705.ukp	faithful	ok	1	1.426923	9284125.000000	9283705.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=1.441900 last_stop_reason=
sc_a5n10000wmin110000-17-c9283705.ukp	ukp5	ok	1	0.537445	9284125.000000	9283705.000000	1					elapsed_seconds=0.583396
sc_a-5n10000wmin110000-17-c9492344.ukp	faithful	ok	1	9.946725	9491944.000000	9492344.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=9.962140 last_stop_reason=
sc_a-5n10000wmin110000-17-c9492344.ukp	ukp5	ok	1	0.542610	9491944.000000	9492344.000000	1					elapsed_seconds=0.592046
sc_a-5n10000wmin110000-18-c7410315.ukp	faithful	ok	1	0.501465	7410005.000000	7410315.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.516076 last_stop_reason=
sc_a-5n10000wmin110000-18-c7410315.ukp	ukp5	ok	1	0.529569	7410005.000000	7410315.000000	1					elapsed_seconds=0.569567
sc_a5n10000wmin110000-18-c8666935.ukp	faithful	ok	1	5.840099	8667325.000000	8666935.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=5.849607 last_stop_reason=
sc_a5n10000wmin110000-18-c8666935.ukp	ukp5	ok	1	0.597874	8667325.000000	8666935.000000	1					elapsed_seconds=0.647657
sc_a5n10000wmin110000-19-c3875453.ukp	faithful	ok	1	0.417769	3875628.000000	3875453.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.432075 last_stop_reason=
sc_a5n10000wmin110000-19-c3875453.ukp	ukp5	ok	1	0.525010	3875628.000000	3875453.000000	1					elapsed_seconds=0.553814
sc_a-5n10000wmin110000-19-c4187759.ukp	faithful	ok	1	0.156372	4187584.000000	4187759.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.170486 last_stop_reason=
sc_a-5n10000wmin110000-19-c4187759.ukp	ukp5	ok	1	0.517971	4187584.000000	4187759.000000	1					elapsed_seconds=0.548886
sc_a-5n10000wmin110000-1-c4997908.ukp	faithful	ok	1	2.113398	4997698.000000	4997908.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=2.128148 last_stop_reason=
sc_a-5n10000wmin110000-1-c4997908.ukp	ukp5	ok	1	0.599221	4997698.000000	4997908.000000	1					elapsed_seconds=0.636423
sc_a5n10000wmin110000-1-c9021988.ukp	faithful	ok	1	0.003563	9022398.000000	9021988.000000	1.000000	1.000000	0.000000	0.000000	0.000000	elapsed_seconds=0.009317 last_stop_reason=
