# EDUK2 solver execution report
# generated_at: 2026-08-24T11:02:19-03:00
instance	algorithm	status	runs	elapsed_seconds	profit	weight	optimal	verified	states_scanned	points_generated	bb_nodes	details
hi_n10000-139-s853540834c4988260.ukp	faithful	ok	1	0,027465	511717322,000000	4988256,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
hi_n10000-139-s853540834c4988260.ukp	ocaml_pyasukpt	ok	1	0,045118	511717322,000000		0,000000			2941,000000	10001,000000	Not a Saw ukp        683 false          4       2941 false       511717322    0.03779 10001
hi_n10000-13-s204947608c51012814.ukp	faithful	ok	1	0,210247	9071474376,000000	51012799,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
hi_n10000-13-s204947608c51012814.ukp	ocaml_pyasukpt	ok	1	2,241271	9071474376,000000		0,000000			542392,000000	10001,000000	Not a Saw ukp       7295 false          3     542392 false      9071474376    2.21164 10001
hi_n10000-140-s158609986c21267747.ukp	faithful	ok	1	0,100512	3265252138,000000	21267716,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
hi_n10000-140-s158609986c21267747.ukp	ocaml_pyasukpt	ok	1	0,640446	3265252138,000000		0,000000			136591,000000	10001,000000	Not a Saw ukp       3355 true          1     136591 false      3265252138    0.62980 10001
hi_n10000-141-s676413851c80980341.ukp	faithful	ok	1	0,392201	8272566149,000000	80980241,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
hi_n10000-141-s676413851c80980341.ukp	ocaml_pyasukpt	ok	1	3,000230	8272566149,000000		0,000000			996049,000000	10001,000000	Not a Saw ukp       8654 true          1     996049 false      8272566149    2.97209 10001
hi_n10000-142-s445508302c42869767.ukp	faithful	ok	1	0,258071	5805386659,000000	42869714,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
hi_n10000-142-s445508302c42869767.ukp	ocaml_pyasukpt	ok	1	2,812455	5805386659,000000		0,000000			461814,000000	10001,000000	Not a Saw ukp       8922 false          2     461814 false      5805386659    2.79916 10001
hi_n10000-143-s648685815c71175596.ukp	faithful	ok	1	0,088639	13813271832,000000	71175565,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
hi_n10000-143-s648685815c71175596.ukp	ocaml_pyasukpt	ok	1	0,503901	13813271832,000000		0,000000			169765,000000	10001,000000	Not a Saw ukp       3194 true          1     169765 false     13813271832    0.49240 10001
hi_n10000-144-s886468679c14985291.ukp	faithful	ok	1	0,069499	2168028929,000000	14985291,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
hi_n10000-144-s886468679c14985291.ukp	ocaml_pyasukpt	ok	1	0,271912	2168028929,000000		0,000000			58935,000000	10001,000000	Not a Saw ukp       1751 false          9      58935 false      2168028929    0.25690 10001
hi_n10000-145-s156741052c37925648.ukp	faithful	ok	1	0,163229	4098127899,000000	37925574,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
hi_n10000-145-s156741052c37925648.ukp	ocaml_pyasukpt	ok	1	0,867857	4098127899,000000		0,000000			248362,000000	10001,000000	Not a Saw ukp       4421 true          1     248362 false      4098127899    0.84742 10001
hi_n10000-146-s691792251c7240187.ukp	faithful	ok	1	0,068459	1332723864,000000	7240168,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
hi_n10000-146-s691792251c7240187.ukp	ocaml_pyasukpt	ok	1	0,714041	1332723864,000000		0,000000			39471,000000	10001,000000	Not a Saw ukp       3789 true          1      39471 false      1332723864    0.70317 10001
hi_n10000-147-s665348674c56069316.ukp	faithful	ok	1	0,159777	6716944119,000000	56069304,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
hi_n10000-147-s665348674c56069316.ukp	ocaml_pyasukpt	ok	1	0,526237	6716944119,000000		0,000000			458374,000000	10001,000000	Not a Saw ukp       2803 false          3     458374 false      6716944119    0.50385 10001
