# EDUK2 solver execution report
# generated_at: 2026-08-24T15:29:07-03:00
instance	algorithm	status	runs	elapsed_seconds	profit	weight	optimal	verified	states_scanned	points_generated	bb_nodes	details
saw_n100000wmin10000-143-s12056513c1759895.ukp	faithful	ok	1	0,055905	1760594,000000	1759895,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
saw_n100000wmin10000-143-s12056513c1759895.ukp	ukp5	ok	1	4,423064	1760594,000000	1759895,000000	1					internal_seconds=4.32847
saw_n100000wmin10000-144-s146209629c7797712.ukp	faithful	ok	1	0,055863	7801601,000000	7797712,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
saw_n100000wmin10000-144-s146209629c7797712.ukp	ukp5	ok	1	4,628022	7801601,000000	7797712,000000	1					internal_seconds=4.50635
saw_n100000wmin10000-145-s325508500c8593051.ukp	faithful	ok	1	0,205801	8593908,000000	8593051,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
saw_n100000wmin10000-145-s325508500c8593051.ukp	ukp5	ok	1	4,218029	8593908,000000	8593050,000000	1					internal_seconds=4.09422
saw_n100000wmin10000-146-s87992469c8402637.ukp	faithful	ok	1	0,055023	8406831,000000	8402637,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
saw_n100000wmin10000-146-s87992469c8402637.ukp	ukp5	ok	1	5,047934	8406831,000000	8402637,000000	1					internal_seconds=4.93259
saw_n100000wmin10000-147-s526319242c8959687.ukp	faithful	ok	1	0,062168	8962368,000000	8959687,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
saw_n100000wmin10000-147-s526319242c8959687.ukp	ukp5	ok	1	4,645417	8962368,000000	8959687,000000	1					internal_seconds=4.5112
saw_n100000wmin10000-148-s99912150c7301395.ukp	faithful	ok	1	0,054077	7302120,000000	7301395,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
saw_n100000wmin10000-148-s99912150c7301395.ukp	ukp5	ok	1	5,004052	7302120,000000	7301395,000000	1					internal_seconds=4.87731
saw_n100000wmin10000-149-s432914802c4834015.ukp	faithful	ok	1	0,055864	4835463,000000	4834015,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
saw_n100000wmin10000-149-s432914802c4834015.ukp	ukp5	ok	1	5,869861	4835463,000000	4834015,000000	1					internal_seconds=5.75893
saw_n100000wmin10000-14-s133254276c2803801.ukp	faithful	ok	1	0,053767	2804360,000000	2803801,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
saw_n100000wmin10000-14-s133254276c2803801.ukp	ukp5	ok	1	4,875258	2804360,000000	2803801,000000	1					internal_seconds=4.76074
saw_n100000wmin10000-150-s63673512c7979085.ukp	faithful	ok	1	0,343232	7981471,000000	7979085,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
saw_n100000wmin10000-150-s63673512c7979085.ukp	ukp5	ok	1	4,071857	7981471,000000	7979084,000000	1					internal_seconds=3.95358
saw_n100000wmin10000-151-s280729701c2166336.ukp	faithful	ok	1	0,302615	2166766,000000	2166336,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
saw_n100000wmin10000-151-s280729701c2166336.ukp	ukp5	ok	1	4,691918	2166766,000000	2166336,000000	1					internal_seconds=4.58165
saw_n100000wmin10000-152-s886993688c6756792.ukp	faithful	ok	1	0,070277	6759486,000000	6756792,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
saw_n100000wmin10000-152-s886993688c6756792.ukp	ukp5	ok	1	4,022094	6759486,000000	6756791,000000	1					internal_seconds=3.89466
saw_n100000wmin10000-153-s479735531c9253592.ukp	faithful	ok	1	0,416476	9255438,000000	9253592,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
saw_n100000wmin10000-153-s479735531c9253592.ukp	ukp5	ok	1	4,776940	9255438,000000	9253592,000000	1					internal_seconds=4.64929
saw_n100000wmin10000-154-s365083071c9713187.ukp	faithful	ok	1	0,059371	9715128,000000	9713187,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
saw_n100000wmin10000-154-s365083071c9713187.ukp	ukp5	ok	1	4,640915	9715128,000000	9713187,000000	1					internal_seconds=4.51583
saw_n100000wmin10000-155-s243487721c6129157.ukp	faithful	ok	1	0,054808	6130380,000000	6129157,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
saw_n100000wmin10000-155-s243487721c6129157.ukp	ukp5	ok	1	4,049309	6130380,000000	6129157,000000	1					internal_seconds=3.93926
saw_n100000wmin10000-156-s189322738c9158759.ukp	faithful	ok	1	0,770425	9162417,000000	9158758,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
saw_n100000wmin10000-156-s189322738c9158759.ukp	ukp5	ok	1	4,445396	9162417,000000	9158758,000000	1					internal_seconds=4.32575
saw_n100000wmin10000-157-s838050342c2871744.ukp	faithful	ok	1	0,062365	2872601,000000	2871744,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
saw_n100000wmin10000-157-s838050342c2871744.ukp	ukp5	ok	1	4,570713	2872601,000000	2871744,000000	1					internal_seconds=4.45871
saw_n100000wmin10000-158-s133300410c1857237.ukp	faithful	ok	1	0,068621	1857421,000000	1857237,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
saw_n100000wmin10000-158-s133300410c1857237.ukp	ukp5	ok	1	4,148924	1857421,000000	1857237,000000	1					internal_seconds=4.03839
saw_n100000wmin10000-159-s326519905c1990062.ukp	faithful	ok	1	0,163469	1990258,000000	1990061,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
saw_n100000wmin10000-159-s326519905c1990062.ukp	ukp5	ok	1	4,804404	1990258,000000	1990061,000000	1					internal_seconds=4.7041
saw_n100000wmin10000-15-s274936000c2654477.ukp	faithful	ok	1	0,069174	2654740,000000	2654477,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
saw_n100000wmin10000-15-s274936000c2654477.ukp	ukp5	ok	1	4,704317	2654740,000000	2654477,000000	1					internal_seconds=4.58457
saw_n100000wmin10000-160-s752660439c4033427.ukp	faithful	ok	1	0,057271	4035441,000000	4033427,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
saw_n100000wmin10000-160-s752660439c4033427.ukp	ukp5	ok	1	4,772798	4035441,000000	4033427,000000	1					internal_seconds=4.64947
saw_n100000wmin10000-161-s733096638c8514850.ukp	faithful	ok	1	0,058910	8518253,000000	8514850,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
saw_n100000wmin10000-161-s733096638c8514850.ukp	ukp5	ok	1	4,744342	8518253,000000	8514850,000000	1					internal_seconds=4.62707
saw_n100000wmin10000-162-s21734885c9007000.ukp	faithful	ok	1	0,057732	9007899,000000	9007000,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
saw_n100000wmin10000-162-s21734885c9007000.ukp	ukp5	ok	1	5,240674	9007899,000000	9007000,000000	1					internal_seconds=5.10491
saw_n100000wmin10000-163-s872313533c9415730.ukp	faithful	ok	1	0,074974	9419493,000000	9415730,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
saw_n100000wmin10000-163-s872313533c9415730.ukp	ukp5	ok	1	6,131543	9419493,000000	9415730,000000	1					internal_seconds=5.96062
saw_n100000wmin10000-164-s864055087c7223629.ukp	faithful	ok	1	0,187193	7225793,000000	7223629,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
saw_n100000wmin10000-164-s864055087c7223629.ukp	ukp5	ok	1	5,726503	7225793,000000	7223629,000000	1					internal_seconds=5.60737
saw_n100000wmin10000-165-s347188184c2915062.ukp	faithful	ok	1	0,058444	2916516,000000	2915062,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
saw_n100000wmin10000-165-s347188184c2915062.ukp	ukp5	ok	1	4,305632	2916516,000000	2915062,000000	1					internal_seconds=4.20025
saw_n100000wmin10000-166-s654279692c4364235.ukp	faithful	ok	1	0,053507	4365539,000000	4364235,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
saw_n100000wmin10000-166-s654279692c4364235.ukp	ukp5	ok	1	4,884727	4365539,000000	4364235,000000	1					internal_seconds=4.7673
saw_n100000wmin10000-167-s65064863c7595730.ukp	faithful	ok	1	0,054530	7598765,000000	7595730,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
saw_n100000wmin10000-167-s65064863c7595730.ukp	ukp5	ok	1	4,286393	7598765,000000	7595730,000000	1					internal_seconds=4.16662
saw_n100000wmin10000-168-s806498318c2196588.ukp	faithful	ok	1	0,058132	2197463,000000	2196588,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
saw_n100000wmin10000-168-s806498318c2196588.ukp	ukp5	ok	1	4,407311	2197463,000000	2196588,000000	1					internal_seconds=4.29959
saw_n100000wmin10000-169-s210767138c7396890.ukp	faithful	ok	1	0,061552	7399841,000000	7396890,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
saw_n100000wmin10000-169-s210767138c7396890.ukp	ukp5	ok	1	4,545720	7399841,000000	7396890,000000	1					internal_seconds=4.41987
saw_n100000wmin10000-16-s98298363c8441164.ukp	faithful	ok	1	0,049745	8444539,000000	8441164,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
saw_n100000wmin10000-16-s98298363c8441164.ukp	ukp5	ok	1	4,412831	8444539,000000	8441164,000000	1					internal_seconds=4.29445
saw_n100000wmin10000-170-s910422059c1476757.ukp	faithful	ok	1	0,066419	1477491,000000	1476757,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
saw_n100000wmin10000-170-s910422059c1476757.ukp	ukp5	ok	1	5,022425	1477491,000000	1476757,000000	1					internal_seconds=4.9125
saw_n100000wmin10000-171-s903954768c6932963.ukp	faithful	ok	1	1,838956	6935729,000000	6932963,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
saw_n100000wmin10000-171-s903954768c6932963.ukp	ukp5	ok	1	4,833477	6935729,000000	6932963,000000	1					internal_seconds=4.71544
saw_n100000wmin10000-172-s403592122c8305191.ukp	faithful	ok	1	0,061724	8307680,000000	8305191,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
saw_n100000wmin10000-172-s403592122c8305191.ukp	ukp5	ok	1	4,793473	8307680,000000	8305191,000000	1					internal_seconds=4.65202
saw_n100000wmin10000-173-s43260736c7264904.ukp	faithful	ok	1	0,057148	7266355,000000	7264904,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
saw_n100000wmin10000-173-s43260736c7264904.ukp	ukp5	ok	1	4,407154	7266355,000000	7264904,000000	1					internal_seconds=4.2954
saw_n100000wmin10000-174-s362134256c5087715.ukp	faithful	ok	1	0,714256	5088729,000000	5087715,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
saw_n100000wmin10000-174-s362134256c5087715.ukp	ukp5	ok	1	4,254003	5088729,000000	5087714,000000	1					internal_seconds=4.14307
saw_n100000wmin10000-175-s848139434c9961658.ukp	faithful	ok	1	0,052714	9966637,000000	9961658,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
saw_n100000wmin10000-175-s848139434c9961658.ukp	ukp5	ok	1	4,675780	9966637,000000	9961658,000000	1					internal_seconds=4.54392
saw_n100000wmin10000-176-s753319934c9909708.ukp	faithful	ok	1	0,053822	9914657,000000	9909708,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
saw_n100000wmin10000-176-s753319934c9909708.ukp	ukp5	ok	1	4,413771	9914657,000000	9909708,000000	1					internal_seconds=4.28343
saw_n100000wmin10000-177-s607798772c2096434.ukp	faithful	ok	1	0,477219	2097059,000000	2096434,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
